,title,movie_id,score,genre
137,맘마 미아!,1038326.0,8.43,코미디
138,빌리 엘리어트,2646970.0,9.33,코미디
139,1987,3226850.0,9.22,드라마
140,"님아, 그 강을 건너지 마오",1736024.0,9.23,다큐멘터리
141,아이 인 더 스카이,2380611.0,8.26,액션
142,맥베스,2132078.0,7.82,드라마
143,택시운전사,3013366.0,9.03,드라마
144,스파이더맨: 파 프롬 홈,4458034.0,8.33,액션
145,울프 콜,4979388.0,8.48,액션
146,우리들,2497860.0,9.27,드라마
147,마스터,2634970.0,8.1,액션
148,완벽한 타인,3841476.0,8.61,코미디
149,엑시트,4462861.0,8.29,액션
150,브레이킹 던 part2,3275875.0,8.73,드라마
151,해적: 바다로 간 산적,1634138.0,8.28,액션
152,쥬라기 월드,1871068.0,7.88,액션
153,캡틴 아메리카: 윈터 솔져,1607998.0,8.93,액션
154,캡틴 아메리카: 시빌 워,2468946.0,8.67,액션
158,눈길,2710834.0,9.18,드라마
159,스포트라이트,2215504.0,8.94,드라마
160,기묘한 가족,3996205.0,6.21,코미디
161,독전,3463712.0,7.52,액션
163,화이트 칙스,2026997.0,8.67,액션
164,분노의 질주: 더 세븐,1808511.0,9.11,액션
165,암수살인,3741802.0,8.33,액션
166,4등,2285642.0,8.6,드라마
167,가버나움,3983775.0,9.59,드라마
168,"러브, 어게인",3093722.0,7.06,코미디
170,명량,1694213.0,8.44,액션
171,연평해전,1909575.0,9.01,드라마
172,오두막,2790017.0,8.62,드라마
173,말레피센트,1622985.0,8.24,액션
174,카모메 식당,1773570.0,8.36,코미디
175,"불량소녀, 너를 응원해!",2475208.0,9.16,드라마
176,파파로티,622507.0,8.29,드라마
177,죽은 시인의 사회,577194.0,9.37,드라마
178,러빙 빈센트,3155797.0,9.22,공포/스릴러
179,굿모닝 프레지던트,407225.0,6.7,코미디
180,안시성,3714948.0,7.99,액션
181,박열,2921502.0,8.1,액션
183,월드워Z,1176083.0,8.23,액션
184,스물,1827527.0,7.58,코미디
185,변호인,2595206.0,8.99,드라마
187,나의 사랑 나의 신부,1676445.0,7.96,코미디
188,수상한 그녀,1480615.0,9.0,코미디
189,타이타닉,1628236.0,9.38,드라마
190,내가 널 사랑할 수 없는 10가지 이유,1521935.0,9.09,코미디
191,감쪽같은 그녀,4740551.0,7.51,드라마
192,미쓰 와이프,1943193.0,8.94,코미디
193,시간을 달리는 소녀,3766068.0,9.2,드라마
194,항거:유관순 이야기,4064358.0,8.63,드라마
195,인비저블 게스트,3031108.0,8.93,액션
196,알라딘,4508244.0,9.38,액션
197,다이버전트,1574214.0,7.78,액션
198,베일리 어게인,3823940.0,9.53,액션
199,론 서바이버,1474868.0,9.03,액션
200,노팅 힐,2075601.0,9.08,코미디
203,퍼펙트맨,4576975.0,7.85,코미디
204,미드나잇 선,3536947.0,8.84,스콧 스피어
205,시크릿 인 데어 아이즈,2272779.0,7.55,공포/스릴러
206,나 홀로 집에,1619106.0,9.41,액션
207,베테랑,1974513.0,9.01,액션
208,꾸뻬씨의 행복여행,1706470.0,8.18,액션
209,나의 특별한 형제,4199901.0,8.92,코미디
210,남자가 사랑할 때,1401025.0,8.69,드라마
211,평행이론,412795.0,6.9,공포/스릴러
212,분노의 질주: 더 익스트림,2790610.0,8.96,액션
213,무드 인디고,1706965.0,8.04,드라마
216,인터스텔라,1797361.0,9.1,SF/판타지
217,토르: 라그나로크,3205624.0,8.84,액션
219,타임 패러독스,1720712.0,8.24,공포/스릴러
220,억셉티드,1478994.0,9.07,코미디
221,위플래쉬,1819223.0,8.79,드라마
222,설국열차,1439958.0,7.98,액션
223,앙: 단팥 인생 이야기,1979025.0,8.9,드라마
224,만추,413099.0,7.4,드라마
225,스타 이즈 본,3744353.0,9.18,드라마
226,마미,1769693.0,8.7,드라마
228,시카리오: 데이 오브 솔다도,3649015.0,8.43,액션
229,귀향,2255541.0,9.16,드라마
230,캐치 미 이프 유 캔,1787177.0,9.21,액션
231,마이펫의 이중생활,2441407.0,8.57,코미디
232,벌새,4619774.0,8.75,드라마
233,런던 시계탑 밑에서 사랑을 찾을 확률,2085870.0,8.68,코미디
235,패딩턴 2,3278562.0,9.11,코미디
236,비커밍 제인,4514967.0,8.58,드라마
237,역린,1527030.0,7.08,드라마
238,더 기버: 기억전달자,1617329.0,8.03,드라마
239,겨울왕국 2,4821120.0,8.7,액션
240,비포 선셋,649234.0,8.78,드라마
241,오만과 편견,1049061.0,8.95,드라마
243,인천상륙작전,2457384.0,8.03,액션
244,월터의 상상은 현실이 된다,1626603.0,8.73,액션
245,밀정,2488199.0,8.44,액션
246,곡성,2405537.0,7.61,드라마
247,어느 가족,3958070.0,9.21,드라마
248,잠깐만 회사 좀 관두고 올게,3057630.0,8.15,드라마
249,그녀는 거짓말을 너무 사랑해,3211255.0,7.81,코이즈미 노리히로
251,45년 후,2293716.0,8.0,드라마
252,초인,2311233.0,8.51,서은영
253,해피 데스데이,3111028.0,8.19,공포/스릴러
255,인생은 아름다워,2301256.0,9.4,코미디
256,필름스타 인 리버풀,3748527.0,8.04,드라마
257,나우 유 씨 미 2,2417782.0,8.31,액션
258,라이프 오브 파이,1616393.0,8.86,액션
259,Jam Docu 강정,408041.0,4.78,다큐멘터리
260,암살,1988391.0,8.97,액션
261,마이 베이커리 인 뉴욕,2441405.0,4.57,코미디
262,천문: 하늘에 묻는다,4823911.0,8.79,허진호
263,뷰티 인사이드,3648311.0,7.77,백감독
267,조커,4579842.0,8.66,드라마
270,그린 북,4021294.0,9.59,드라마
271,진짜로 일어날지도 몰라 기적,408006.0,8.7,드라마
272,마지막 황제,1750169.0,9.21,드라마
273,오블리비언,930030.0,8.25,액션
274,남한산성,3067990.0,8.08,드라마
275,검사외전,2206882.0,7.94,액션
277,위대한 개츠비,1107685.0,8.42,드라마
278,스노든,2674339.0,8.71,드라마
279,앤트맨,2086002.0,8.62,액션
281,괴물의 아이,2180430.0,8.54,액션
282,성난황소,3825499.0,7.46,액션
283,지금 만나러 갑니다,3361223.0,8.73,이장훈
284,매트릭스,38224.0,9.4,액션
286,미션 임파서블: 로그네이션,1957265.0,8.75,액션
288,노예 12년,1456287.0,8.55,드라마
289,트루먼 쇼,1776052.0,9.35,코미디
290,리미트리스,2248364.0,8.19,액션
291,"안녕,헤이즐",1635369.0,8.61,드라마
292,쇼생크 탈출,835439.0,9.44,드라마
293,블랙 팬서,3384742.0,7.47,액션
294,날씨의 아이,5155604.0,7.97,애니메이션
296,룸,2245291.0,9.0,드라마
297,배드 지니어스,3082090.0,8.6,공포/스릴러
298,나이브스 아웃,4913151.0,9.11,공포/스릴러
299,창문넘어 도망친 100세 노인,1571997.0,7.83,액션
300,슈퍼배드,1017926.0,9.0,드라마
301,가장 보통의 연애,4620331.0,7.73,김한결
302,메이즈 러너: 데스 큐어,3285301.0,7.84,액션
303,레드슈즈,4410529.0,9.22,액션
304,분노의 질주: 더 맥시멈,1126516.0,8.81,액션
305,모던 보이,412788.0,6.81,액션
307,찰리와 초콜릿 공장,412910.0,8.78,액션
308,집으로...,1299823.0,9.37,드라마
309,피아니스트,1872766.0,9.32,액션
310,혐오스런 마츠코의 일생,1773573.0,9.13,코미디
311,미씽: 사라진 여자,2585639.0,8.39,드라마
312,공조,2677139.0,8.27,액션
313,세상의 중심에서 사랑을 외치다,2872922.0,7.73,드라마
314,포레스트 검프,1776047.0,9.4,코미디
316,뺑반,3969968.0,5.98,액션
317,마틸다,2278640.0,9.18,코미디
319,판도라,2611144.0,8.25,드라마
320,미운 오리 새끼의 모험,2287750.0,8.29,액션
321,컨택트,2678616.0,8.24,드라마
323,문라이즈 킹덤,586971.0,8.11,액션
324,경성학교: 사라진 소녀들,1865880.0,6.11,드라마
325,그것만이 내 세상,3248321.0,8.91,코미디
326,주먹왕 랄프,568316.0,9.34,코미디
327,살인의 추억,587160.0,9.4,액션
328,신기전,407221.0,8.28,액션
329,사자,4421875.0,6.88,액션
331,남자사용설명서,588523.0,6.99,코미디
332,베를린,618154.0,7.83,액션
333,보안관,2825351.0,7.89,액션
334,퀸카로 살아남는 법,1790954.0,8.21,코미디
335,베스트 오퍼,1543810.0,8.68,액션
336,유전,3600489.0,7.24,공포/스릴러
337,나의 서른에게,3111063.0,8.45,드라마
338,엽기적인 그녀,1720983.0,9.29,코미디
339,괴물,1622690.0,8.62,액션
340,"안녕, 나의 소울메이트",3145778.0,8.97,드라마
341,너와 100번째 사랑,2852112.0,7.95,드라마
342,나 홀로 집에 2 - 뉴욕을 헤매다,1612043.0,9.34,액션
344,미녀와 야수,2795215.0,8.78,드라마
346,무적자,510087.0,5.6,액션
348,셔터 아일랜드,1776054.0,8.37,드라마
349,시절인연,1347741.0,8.47,설효로
350,캡틴 마블,4180723.0,6.75,액션
352,쥬만지: 새로운 세계,3308716.0,7.89,액션
353,미스 페레그린과 이상한 아이들의 집,2508487.0,8.45,공포/스릴러
354,패딩턴,1726454.0,8.59,액션
355,피끓는 청춘,1372007.0,7.62,코미디
356,스틸 앨리스,1842024.0,8.52,드라마
357,아바타,1665816.0,9.07,액션
358,엑스맨: 아포칼립스,2367505.0,8.2,액션
359,헬프,407980.0,9.42,드라마
360,아델라인 : 멈춰진 시간,2024932.0,8.18,드라마
361,23 아이덴티티,2711669.0,7.66,공포/스릴러
363,숨바꼭질,1189129.0,6.77,공포/스릴러
364,플로리다 프로젝트,3339732.0,8.65,드라마
365,백두산,4809332.0,5.76,액션
366,썸머 워즈,1862872.0,8.68,액션
367,국가부도의 날,3864630.0,8.13,드라마
368,로렌스 애니웨이,1354920.0,8.48,드라마
369,행복을 찾아서,2026982.0,8.92,드라마
370,문라이트,2724377.0,8.06,드라마
371,토이 스토리 3,1488570.0,9.39,액션
372,러브 앳,4716851.0,9.23,코미디
373,히로인 실격,2256260.0,6.82,코미디
374,논스톱,1526625.0,8.6,액션
375,심야식당2,2849737.0,8.52,드라마
376,패션 오브 크라이스트,2774090.0,8.62,드라마
377,인크레더블 헐크,2177480.0,8.28,액션
379,블라인드 사이드,604807.0,9.31,드라마
380,동급생,2319672.0,9.22,애니메이션
381,엑스맨: 퍼스트 클래스,1518179.0,9.04,액션
382,온리 유,2003832.0,7.24,코미디
383,감기,1201550.0,6.94,액션
384,1917,4999334.0,8.86,액션
385,남쪽으로 튀어,2191161.0,7.81,코미디
386,벤자민 버튼의 시간은 거꾸로 간다,407815.0,8.91,드라마
387,베놈,3843473.0,7.9,액션
388,헌터 킬러,3837076.0,9.37,액션
389,원라인,2759497.0,8.16,액션
390,탐정 : 더 비기닝,2013664.0,8.46,액션
391,당갈,3861447.0,9.48,액션
392,김씨 표류기,412854.0,8.74,드라마
393,혹성탈출: 진화의 시작,1561559.0,8.76,액션
394,아쿠아맨,3922857.0,8.35,액션
395,해바라기,548881.0,9.22,액션
396,더 테러 라이브,2432930.0,8.28,드라마
397,족구왕,1645372.0,8.55,코미디
398,클루리스,1790424.0,8.19,코미디
399,다크 나이트 라이즈,524139.0,9.02,액션
400,버킷 리스트 - 죽기 전에 꼭 하고 싶은 것들,407691.0,9.09,액션
401,라푼젤,625581.0,9.34,코미디
402,드래곤 길들이기 2,3444477.0,8.92,액션
403,인크레더블,637630.0,9.25,액션
404,된장,510086.0,7.38,공포/스릴러
405,세상에서 고양이가 사라진다면,2535088.0,8.55,드라마
406,카트,1685208.0,8.63,드라마
407,보헤미안 랩소디,3964992.0,9.42,드라마
409,47 미터,2945912.0,7.28,공포/스릴러
410,최악의 하루,2458983.0,7.8,김종관
411,액트 오브 밸러: 최정예 특수부대,413096.0,8.35,액션
412,혹성탈출: 반격의 서막,1660685.0,8.53,액션
413,뷰티풀 마인드,1787179.0,9.24,드라마
414,늑대아이,3261417.0,9.12,액션
415,콘스탄틴,37642.0,8.72,액션
416,제이슨 본,2428684.0,8.39,액션
417,먹고 기도하고 사랑하라,2026978.0,6.62,드라마
419,엑스맨: 데이즈 오브 퓨처 패스트,1594013.0,8.88,액션
420,인 타임,1612040.0,7.43,액션
421,업,1488562.0,9.32,액션
422,내 이름은 꾸제트,3300179.0,8.22,드라마
423,토이 스토리 4,4545326.0,9.03,액션
424,저스트 프렌드,3806506.0,7.42,코미디
425,마당을 나온 암탉,2494716.0,8.88,액션
426,셜록: 유령신부,2139751.0,7.15,액션
427,늑대소년,549664.0,8.65,드라마
431,미션 임파서블: 폴아웃,3608887.0,9.12,액션
432,터널,2449820.0,8.37,드라마
433,우리집,4537369.0,8.73,드라마
435,재심,2720554.0,8.51,드라마
436,예수는 역사다,2938661.0,7.76,드라마
437,쥬라기 월드: 폴른 킹덤,3540561.0,8.0,액션
438,라이온 킹 3D,1488559.0,9.29,액션
439,완득이,407960.0,8.79,드라마
440,오션스8,3589394.0,7.64,액션
441,제로 다크 서티,607473.0,8.21,액션
442,최종병기 활,409671.0,7.87,액션
443,슈퍼배드 2,1294307.0,8.81,코미디
444,기담,573272.0,7.49,공포/스릴러
445,안나 카레니나,835481.0,8.2,드라마
447,씽,2708575.0,8.97,드라마
448,맨체스터 바이 더 씨,2734979.0,8.71,드라마
449,포화 속으로,2231269.0,8.22,액션
450,아무르,590852.0,8.46,드라마
451,작은 아씨들,4951072.0,8.81,드라마
452,수어사이드 스쿼드,2510089.0,6.96,액션
454,키리시마가 동아리활동 그만둔대,1555961.0,8.14,드라마
455,멜랑콜리아,453834.0,7.76,드라마
456,분노의 질주: 홉스&쇼,4475562.0,7.83,액션
457,미니언즈,1924331.0,7.94,코미디
459,부니베어: 브램블의 신비한 모험,2818438.0,7.85,애니메이션
460,스킵트레이스: 합동수사,2438575.0,6.52,액션
461,아이덴티티,2026999.0,9.07,드라마
462,어메이징 메리,3058498.0,9.22,드라마
463,화려한 휴가,590971.0,7.51,드라마
465,무민 더 무비,1945433.0,7.91,코미디
466,새벽을 알리는 루의 노래,3243522.0,8.28,애니메이션
467,12 솔져스,3338418.0,8.12,액션
468,"안녕, 나의 소녀",3428670.0,6.43,사준의
469,스파이더맨: 뉴 유니버스,3974061.0,9.21,액션
470,우아한 거짓말,1496443.0,8.38,드라마
471,사운드 오브 뮤직,1629968.0,9.41,드라마
473,다가오는 것들,2482530.0,8.33,드라마
474,가타카,2027014.0,9.25,드라마
476,토이 스토리,630499.0,9.31,코미디
479,히트맨,4903030.0,6.76,액션
480,스틸 라이프,1548435.0,9.15,드라마
481,콜드 워,3995327.0,8.29,드라마
482,우먼 인 골드,1906681.0,8.87,드라마
483,사도,2027091.0,8.26,드라마
484,포드 V 페라리,4910372.0,9.49,액션
485,미라클 벨리에,1979024.0,8.85,코미디
486,투모로우,1602347.0,8.65,액션
487,분노의 질주: 언리미티드,1049059.0,8.97,액션
488,콰이어트 플레이스,3400212.0,7.71,공포/스릴러
489,파도가 지나간 자리,2736155.0,9.08,드라마
490,본 아이덴티티,978648.0,8.74,액션
491,로맨틱 홀리데이,1017920.0,8.69,코미디
492,기억의 밤,3150889.0,8.17,공포/스릴러
493,신비한 동물들과 그린델왈드의 범죄,3831804.0,6.17,액션
494,프란시스 하,1608006.0,8.11,코미디
495,드래곤 길들이기 3,4050056.0,9.25,액션
496,트윈스터즈,2224813.0,9.17,드라마
497,첫 키스만 50번째,2026984.0,9.22,코미디
498,"나니아 연대기 - 사자, 마녀 그리고 옷장",407740.0,7.36,액션
499,헬로우 고스트,407440.0,8.88,코미디
500,본 얼티메이텀,988015.0,9.25,액션
501,매드맥스: 분노의 도로,1945419.0,8.8,액션
502,태풍이 지나가고,2537639.0,8.61,드라마
503,파운더,2783546.0,8.36,드라마
504,보스 베이비,3445785.0,8.67,코미디
505,국가대표,556247.0,9.13,코미디
506,산이 울다,2322498.0,9.05,드라마
507,빅 히어로,1745843.0,9.12,액션
508,레디 플레이어 원,3448644.0,8.52,액션
509,컬러풀 웨딩즈,1655860.0,8.25,코미디
510,#살아있다,5346439.0,4.34,드라마
511,패터슨,3208277.0,8.3,드라마
512,공동경비구역 JSA,1575633.0,9.28,액션
513,캐리비안의 해적 - 블랙 펄의 저주,407751.0,9.07,액션
514,레드: 더 레전드,1275221.0,8.0,액션
515,퍼펙트 타겟,4284372.0,7.25,액션
516,겨울왕국 열기,1915379.0,9.32,액션
517,컨저링,1307473.0,7.86,공포/스릴러
518,설리: 허드슨강의 기적,2555373.0,9.15,드라마
521,점박이 : 한반도의 공룡3D,520614.0,7.62,애니메이션
522,보이후드,1667000.0,8.74,드라마
523,마이너리티 리포트,1775679.0,9.23,액션
525,방가? 방가!,473433.0,7.92,코미디
526,나미야 잡화점의 기적,3304231.0,7.31,드라마
527,발레리안: 천 개 행성의 도시,3055363.0,7.79,액션
528,브루스 올마이티,1519180.0,9.06,코미디
529,엽문3: 최후의 대결,2243561.0,8.53,액션
530,해어화,2279571.0,8.05,드라마
532,일 포스티노,2765513.0,9.17,드라마
533,호빗 : 뜻밖의 여정,1288974.0,8.41,액션
534,다이빙벨,1720646.0,6.39,다큐멘터리
535,그것,3021874.0,6.91,드라마
536,식스 센스,407755.0,9.06,드라마
539,러브레터,3191968.0,9.11,드라마
540,형,2577511.0,8.35,코미디
541,웰컴 투 동막골,4822037.0,8.9,액션
542,팅커 테일러 솔저 스파이,413095.0,8.21,공포/스릴러
545,멋진 하루,1427316.0,8.2,드라마
546,주먹왕 랄프 2: 인터넷 속으로,3961163.0,8.63,액션
547,17 어게인,1830821.0,8.94,코미디
548,엔젤 해즈 폴른,4666475.0,8.3,액션
549,아무도 모른다,1773564.0,8.87,드라마
551,서칭 포 슈가맨,550900.0,9.03,다큐멘터리
552,에이 아이,1473280.0,9.31,드라마
554,프린세스 다이어리,38071.0,8.02,코미디
555,레이디 버드,3370939.0,8.49,코미디
556,뽀로로 극장판 슈퍼썰매 대모험,619531.0,8.6,애니메이션
558,플랜맨,1354934.0,8.18,코미디
559,어느날,2755429.0,7.75,이윤기
560,열정같은소리하고있네,2107695.0,7.39,드라마
562,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",3355905.0,6.62,애니메이션
563,은밀하게 위대하게,1083423.0,7.12,액션
564,베이비 드라이버,3027799.0,7.99,액션
565,내 이야기!!,3365404.0,9.05,코미디
566,미운 오리 새끼,484933.0,8.71,드라마
569,반지의 제왕 - 반지 원정대,442558.0,9.27,액션
570,김종욱 찾기,37973.0,8.29,코미디
571,스텝 업,624472.0,8.75,드라마
572,허스토리,3522157.0,9.29,드라마
573,파이란,573273.0,9.07,드라마
574,계춘할망,2321013.0,8.82,드라마
575,그해 여름,563920.0,8.85,드라마
576,프로포즈,1731494.0,8.65,코미디
577,빅 피쉬,2026998.0,9.02,코미디
578,내일을 위한 시간,1734882.0,8.56,드라마
580,무한대를 본 남자,2519912.0,8.45,드라마
581,기생충,5156470.0,8.49,드라마
582,걸어도 걸어도,2460735.0,8.64,드라마
583,기술자들,1745798.0,7.09,액션
584,더 셰프,2144902.0,7.27,드라마
585,월-E,1710170.0,9.41,액션
586,작전,3021787.0,8.62,액션
587,명당,3694860.0,7.05,드라마
589,뮬란,630506.0,9.24,액션
590,드래곤 길들이기,3444342.0,9.32,액션
591,슈퍼맨이었던 사나이,412785.0,7.48,코미디
592,덩케르크,3120846.0,8.29,액션
594,앤트맨과 와스프,3668306.0,8.62,액션
595,매직빈,3402328.0,6.72,애니메이션
596,릴리 슈슈의 모든 것,1945431.0,8.15,드라마
597,사랑에 대한 모든 것,1706055.0,7.95,드라마
598,공작,3621329.0,6.84,드라마
599,세상의 끝에서 커피 한 잔,2069912.0,8.59,드라마
600,어린 의뢰인,4249696.0,9.03,드라마
601,행복한 사전,1435765.0,8.67,코미디
602,미녀는 괴로워,563918.0,8.79,코미디
603,줄무늬 파자마를 입은 소년,2308428.0,9.14,액션
606,"부르고뉴, 와인에서 찾은 인생",3428769.0,8.69,드라마
607,페어런트 트랩,2810709.0,9.3,코미디
608,삼생삼세 십리도화,3193927.0,6.88,SF/판타지
609,꾼,3145722.0,7.62,액션
610,조작된 도시,2698103.0,8.04,액션
611,캐리비안의 해적 - 세상의 끝에서,531082.0,8.21,액션
612,안경,2227001.0,8.66,코미디
613,윤희에게,4731017.0,8.97,임대형
614,내가 죽기 전에 가장 듣고 싶은 말,2919032.0,8.65,코미디
615,딥씨 챌린지,3126325.0,8.32,다큐멘터리
616,치코와 리타,407995.0,8.58,애니메이션
617,도라에몽:스탠바이미,1789614.0,8.76,애니메이션
618,연애소설,482596.0,8.98,드라마
619,미드웨이,4807676.0,8.81,액션
620,니모를 찾아서,38040.0,9.22,액션
621,슈퍼배드 3,2949744.0,8.69,액션
622,갓 오브 이집트,2312626.0,7.37,액션
623,나의 산티아고,2431021.0,8.14,코미디
624,도어락,3854763.0,5.88,공포/스릴러
626,테이큰 3,1742115.0,7.87,액션
627,더블,530446.0,6.67,액션
628,스텝업4 : 레볼루션,514451.0,8.78,드라마
629,창,508666.0,9.14,드라마
631,라따뚜이,407737.0,9.3,액션
632,캐리비안의 해적 - 망자의 함,38069.0,8.91,액션
633,대호,2147113.0,8.01,드라마
634,더 테이블,3019983.0,8.0,드라마
635,쥬만지,2026814.0,9.22,액션
636,파가니니: 악마의 바이올리니스트,1495731.0,8.17,드라마
637,탐정: 리턴즈,3508184.0,8.4,액션
638,어스,4123162.0,6.74,공포/스릴러
